"animalID","season","age","date","birth_date","pupping_exp","withpup","total_resights","count_1_pup","dominant_area","avg_density","n_extreme_both","pupID","Wt","Wt_wean_corrected"
136,1996,9,1996-01-26,1996-01-09,2,"1",22,22,NA,NA,13,14524,80,96.2343761881587
136,1996,9,1996-01-27,1996-01-09,2,"1",22,22,NA,NA,13,14524,80,96.2343761881587
136,1996,9,1996-01-28,1996-01-09,2,"1",22,22,NA,NA,13,14524,80,96.2343761881587
136,1996,9,1996-01-29,1996-01-09,2,"1",22,22,NA,NA,13,14524,80,96.2343761881587
136,1996,9,1996-01-30,1996-01-09,2,"1",22,22,NA,NA,13,14524,80,96.2343761881587
136,1996,9,1996-01-31,1996-01-09,2,"1",22,22,NA,NA,13,14524,80,96.2343761881587
136,1996,9,1996-02-01,1996-01-09,2,"1",22,22,NA,NA,13,14524,80,96.2343761881587
136,2003,16,2003-01-15,2003-01-27,6,"0",15,15,NA,NA,19,2042,127,139.70696005471
136,2003,16,2003-01-17,2003-01-27,6,"0",15,15,NA,NA,19,2042,127,139.70696005471
136,2003,16,2003-01-20,2003-01-27,6,"0",15,15,NA,NA,19,2042,127,139.70696005471
136,2003,16,2003-01-27,2003-01-27,6,"1",15,15,NA,NA,19,2042,127,139.70696005471
136,2003,16,2003-01-29,2003-01-27,6,"1",15,15,NA,NA,19,2042,127,139.70696005471
136,2003,16,2003-01-30,2003-01-27,6,"1",15,15,NA,NA,19,2042,127,139.70696005471
136,2003,16,2003-01-31,2003-01-27,6,"1",15,15,NA,NA,19,2042,127,139.70696005471
136,2003,16,2003-02-01,2003-01-27,6,"1",15,15,NA,NA,19,2042,127,139.70696005471
136,2003,16,2003-02-02,2003-01-27,6,"1",15,15,NA,NA,19,2042,127,139.70696005471
136,2003,16,2003-02-04,2003-01-27,6,"1",15,15,NA,NA,19,2042,127,139.70696005471
136,2003,16,2003-02-06,2003-01-27,6,"1",15,15,NA,NA,19,2042,127,139.70696005471
136,2003,16,2003-02-08,2003-01-27,6,"1",15,15,NA,NA,19,2042,127,139.70696005471
136,2003,16,2003-02-09,2003-01-27,6,"1",15,15,NA,NA,19,2042,127,139.70696005471
136,2003,16,2003-02-11,2003-01-27,6,"1",15,15,NA,NA,19,2042,127,139.70696005471
136,2003,16,2003-02-12,2003-01-27,6,"1",15,15,NA,NA,19,2042,127,139.70696005471
136,2003,16,2003-02-13,2003-01-27,6,"1",15,15,NA,NA,19,2042,127,139.70696005471
136,2003,16,2003-02-14,2003-01-27,6,"1",15,15,NA,NA,19,2042,127,139.70696005471
136,2003,16,2003-02-16,2003-01-27,6,"1",15,15,NA,NA,19,2042,127,139.70696005471
151,1997,10,1997-01-27,1997-01-31,3,"0",22,22,NA,NA,0,NA,NA,NA
151,1997,10,1997-01-28,1997-01-31,3,"0",22,22,NA,NA,0,NA,NA,NA
151,1997,10,1997-01-29,1997-01-31,3,"0",22,22,NA,NA,0,NA,NA,NA
151,1997,10,1997-01-31,1997-01-31,3,"1",22,22,NA,NA,0,NA,NA,NA
151,1997,10,1997-02-01,1997-01-31,3,"1",22,22,NA,NA,0,NA,NA,NA
151,1997,10,1997-02-02,1997-01-31,3,"1",22,22,NA,NA,0,NA,NA,NA
151,1997,10,1997-02-03,1997-01-31,3,"1",22,22,NA,NA,0,NA,NA,NA
151,1997,10,1997-02-04,1997-01-31,3,"1",22,22,NA,NA,0,NA,NA,NA
151,1997,10,1997-02-05,1997-01-31,3,"1",22,22,NA,NA,0,NA,NA,NA
151,1997,10,1997-02-06,1997-01-31,3,"1",22,22,NA,NA,0,NA,NA,NA
151,1997,10,1997-02-07,1997-01-31,3,"1",22,22,NA,NA,0,NA,NA,NA
151,1997,10,1997-02-08,1997-01-31,3,"1",22,22,NA,NA,0,NA,NA,NA
151,1997,10,1997-02-09,1997-01-31,3,"1",22,22,NA,NA,0,NA,NA,NA
151,1997,10,1997-02-10,1997-01-31,3,"1",22,22,NA,NA,0,NA,NA,NA
151,1997,10,1997-02-11,1997-01-31,3,"1",22,22,NA,NA,0,NA,NA,NA
151,1997,10,1997-02-12,1997-01-31,3,"1",22,22,NA,NA,0,NA,NA,NA
151,1997,10,1997-02-13,1997-01-31,3,"1",22,22,NA,NA,0,NA,NA,NA
151,1997,10,1997-02-16,1997-01-31,3,"1",22,22,NA,NA,0,NA,NA,NA
151,1997,10,1997-02-17,1997-01-31,3,"1",22,22,NA,NA,0,NA,NA,NA
151,1997,10,1997-02-18,1997-01-31,3,"1",22,22,NA,NA,0,NA,NA,NA
151,1997,10,1997-02-19,1997-01-31,3,"1",22,22,NA,NA,0,NA,NA,NA
151,1997,10,1997-02-20,1997-01-31,3,"1",22,22,NA,NA,0,NA,NA,NA
151,1997,10,1997-02-22,1997-01-31,3,"1",22,22,NA,NA,0,NA,NA,NA
151,1997,10,1997-02-24,1997-01-31,3,"1",22,22,NA,NA,0,NA,NA,NA
151,1997,10,1997-02-25,1997-01-31,3,"1",22,22,NA,NA,0,NA,NA,NA
1145,2006,5,2006-01-16,2006-01-19,2,"0",16,16,NA,NA,37,NA,NA,NA
1145,2006,5,2006-01-19,2006-01-19,2,"1",16,16,NA,NA,37,NA,NA,NA
1145,2006,5,2006-01-20,2006-01-19,2,"1",16,16,NA,NA,37,NA,NA,NA
1145,2006,5,2006-01-21,2006-01-19,2,"1",16,16,NA,NA,37,NA,NA,NA
1145,2006,5,2006-01-22,2006-01-19,2,"1",16,16,NA,NA,37,NA,NA,NA
1145,2006,5,2006-01-23,2006-01-19,2,"1",16,16,NA,NA,37,NA,NA,NA
1145,2006,5,2006-01-24,2006-01-19,2,"1",16,16,NA,NA,37,NA,NA,NA
1145,2006,5,2006-01-26,2006-01-19,2,"1",16,16,NA,NA,37,NA,NA,NA
1145,2006,5,2006-01-27,2006-01-19,2,"1",16,16,NA,NA,37,NA,NA,NA
1145,2006,5,2006-01-29,2006-01-19,2,"1",16,16,NA,NA,37,NA,NA,NA
1145,2006,5,2006-01-30,2006-01-19,2,"1",16,16,NA,NA,37,NA,NA,NA
1145,2006,5,2006-01-31,2006-01-19,2,"1",16,16,NA,NA,37,NA,NA,NA
1145,2006,5,2006-02-03,2006-01-19,2,"1",16,16,NA,NA,37,NA,NA,NA
1145,2006,5,2006-02-05,2006-01-19,2,"1",16,16,NA,NA,37,NA,NA,NA
1145,2006,5,2006-02-11,2006-01-19,2,"1",16,16,NA,NA,37,NA,NA,NA
1145,2006,5,2006-02-12,2006-01-19,2,"1",16,16,NA,NA,37,NA,NA,NA
1145,2006,5,2006-02-13,2006-01-19,2,"1",16,16,NA,NA,37,NA,NA,NA
1349,2011,9,2011-01-11,2011-01-18,2,"0",14,14,NA,NA,10,NA,NA,NA
1349,2011,9,2011-01-13,2011-01-18,2,"0",14,14,NA,NA,10,NA,NA,NA
1349,2011,9,2011-01-15,2011-01-18,2,"0",14,14,NA,NA,10,NA,NA,NA
1349,2011,9,2011-01-16,2011-01-18,2,"0",14,14,NA,NA,10,NA,NA,NA
1349,2011,9,2011-01-18,2011-01-18,2,"1",14,14,NA,NA,10,NA,NA,NA
1349,2011,9,2011-01-19,2011-01-18,2,"1",14,14,NA,NA,10,NA,NA,NA
1349,2011,9,2011-01-24,2011-01-18,2,"1",14,14,NA,NA,10,NA,NA,NA
1349,2011,9,2011-01-27,2011-01-18,2,"1",14,14,NA,NA,10,NA,NA,NA
1349,2011,9,2011-01-28,2011-01-18,2,"1",14,14,NA,NA,10,NA,NA,NA
1349,2011,9,2011-01-31,2011-01-18,2,"1",14,14,NA,NA,10,NA,NA,NA
1349,2011,9,2011-02-01,2011-01-18,2,"1",14,14,NA,NA,10,NA,NA,NA
1349,2011,9,2011-02-02,2011-01-18,2,"1",14,14,NA,NA,10,NA,NA,NA
1349,2011,9,2011-02-03,2011-01-18,2,"1",14,14,NA,NA,10,NA,NA,NA
1349,2011,9,2011-02-04,2011-01-18,2,"1",14,14,NA,NA,10,NA,NA,NA
1349,2011,9,2011-02-07,2011-01-18,2,"1",14,14,NA,NA,10,NA,NA,NA
1349,2011,9,2011-02-08,2011-01-18,2,"1",14,14,NA,NA,10,NA,NA,NA
1349,2011,9,2011-02-09,2011-01-18,2,"1",14,14,NA,NA,10,NA,NA,NA
1349,2011,9,2011-02-10,2011-01-18,2,"1",14,14,NA,NA,10,NA,NA,NA
1364,2007,5,2007-02-09,2007-02-14,1,"0",14,14,NA,NA,17,NA,NA,NA
1364,2007,5,2007-02-14,2007-02-14,1,"1",14,14,NA,NA,17,NA,NA,NA
1364,2007,5,2007-02-15,2007-02-14,1,"1",14,14,NA,NA,17,NA,NA,NA
1364,2007,5,2007-02-16,2007-02-14,1,"1",14,14,NA,NA,17,NA,NA,NA
1364,2007,5,2007-02-17,2007-02-14,1,"1",14,14,NA,NA,17,NA,NA,NA
1364,2007,5,2007-02-18,2007-02-14,1,"1",14,14,NA,NA,17,NA,NA,NA
1364,2007,5,2007-02-19,2007-02-14,1,"1",14,14,NA,NA,17,NA,NA,NA
1364,2007,5,2007-02-20,2007-02-14,1,"1",14,14,NA,NA,17,NA,NA,NA
1364,2007,5,2007-02-21,2007-02-14,1,"1",14,14,NA,NA,17,NA,NA,NA
1364,2007,5,2007-02-23,2007-02-14,1,"1",14,14,NA,NA,17,NA,NA,NA
1364,2007,5,2007-02-28,2007-02-14,1,"1",14,14,NA,NA,17,NA,NA,NA
1364,2007,5,2007-03-01,2007-02-14,1,"1",14,14,NA,NA,17,NA,NA,NA
1364,2007,5,2007-03-02,2007-02-14,1,"1",14,14,NA,NA,17,NA,NA,NA
1364,2007,5,2007-03-04,2007-02-14,1,"1",14,14,NA,NA,17,NA,NA,NA
1364,2007,5,2007-03-06,2007-02-14,1,"1",14,14,NA,NA,17,NA,NA,NA
1364,2011,9,2011-02-04,2011-02-11,5,"0",15,15,NA,NA,10,38475,129,134.495723683493
1364,2011,9,2011-02-05,2011-02-11,5,"0",15,15,NA,NA,10,38475,129,134.495723683493
1364,2011,9,2011-02-11,2011-02-11,5,"1",15,15,NA,NA,10,38475,129,134.495723683493
1364,2011,9,2011-02-14,2011-02-11,5,"1",15,15,NA,NA,10,38475,129,134.495723683493
1364,2011,9,2011-02-16,2011-02-11,5,"1",15,15,NA,NA,10,38475,129,134.495723683493
1364,2011,9,2011-02-18,2011-02-11,5,"1",15,15,NA,NA,10,38475,129,134.495723683493
1364,2011,9,2011-02-19,2011-02-11,5,"1",15,15,NA,NA,10,38475,129,134.495723683493
1364,2011,9,2011-02-21,2011-02-11,5,"1",15,15,NA,NA,10,38475,129,134.495723683493
1364,2011,9,2011-02-22,2011-02-11,5,"1",15,15,NA,NA,10,38475,129,134.495723683493
1364,2011,9,2011-02-23,2011-02-11,5,"1",15,15,NA,NA,10,38475,129,134.495723683493
1364,2011,9,2011-02-26,2011-02-11,5,"1",15,15,NA,NA,10,38475,129,134.495723683493
1364,2011,9,2011-02-28,2011-02-11,5,"1",15,15,NA,NA,10,38475,129,134.495723683493
1364,2011,9,2011-03-03,2011-02-11,5,"1",15,15,NA,NA,10,38475,129,134.495723683493
1364,2011,9,2011-03-05,2011-02-11,5,"1",15,15,NA,NA,10,38475,129,134.495723683493
1364,2011,9,2011-03-07,2011-02-11,5,"1",15,15,NA,NA,10,38475,129,134.495723683493
1364,2011,9,2011-03-08,2011-02-11,5,"1",15,15,NA,NA,10,38475,129,134.495723683493
1364,2011,9,2011-03-09,2011-02-11,5,"1",15,15,NA,NA,10,38475,129,134.495723683493
1403,2012,10,2012-01-27,2012-01-30,4,"0",19,19,NA,NA,15,40186,122,135.816002203604
1403,2012,10,2012-01-28,2012-01-30,4,"0",19,19,NA,NA,15,40186,122,135.816002203604
1403,2012,10,2012-01-29,2012-01-30,4,"0",19,19,NA,NA,15,40186,122,135.816002203604
1403,2012,10,2012-01-30,2012-01-30,4,"1",19,19,NA,NA,15,40186,122,135.816002203604
1403,2012,10,2012-01-31,2012-01-30,4,"1",19,19,NA,NA,15,40186,122,135.816002203604
1403,2012,10,2012-02-01,2012-01-30,4,"1",19,19,NA,NA,15,40186,122,135.816002203604
1403,2012,10,2012-02-03,2012-01-30,4,"1",19,19,NA,NA,15,40186,122,135.816002203604
1403,2012,10,2012-02-04,2012-01-30,4,"1",19,19,NA,NA,15,40186,122,135.816002203604
1403,2012,10,2012-02-06,2012-01-30,4,"1",19,19,NA,NA,15,40186,122,135.816002203604
1403,2012,10,2012-02-07,2012-01-30,4,"1",19,19,NA,NA,15,40186,122,135.816002203604
1403,2012,10,2012-02-08,2012-01-30,4,"1",19,19,NA,NA,15,40186,122,135.816002203604
1403,2012,10,2012-02-09,2012-01-30,4,"1",19,19,NA,NA,15,40186,122,135.816002203604
1403,2012,10,2012-02-10,2012-01-30,4,"1",19,19,NA,NA,15,40186,122,135.816002203604
1403,2012,10,2012-02-12,2012-01-30,4,"1",19,19,NA,NA,15,40186,122,135.816002203604
1403,2012,10,2012-02-13,2012-01-30,4,"1",19,19,NA,NA,15,40186,122,135.816002203604
1403,2012,10,2012-02-14,2012-01-30,4,"1",19,19,NA,NA,15,40186,122,135.816002203604
1403,2012,10,2012-02-16,2012-01-30,4,"1",19,19,NA,NA,15,40186,122,135.816002203604
1403,2012,10,2012-02-17,2012-01-30,4,"1",19,19,NA,NA,15,40186,122,135.816002203604
1403,2012,10,2012-02-18,2012-01-30,4,"1",19,19,NA,NA,15,40186,122,135.816002203604
1403,2012,10,2012-02-20,2012-01-30,4,"1",19,19,NA,NA,15,40186,122,135.816002203604
1403,2012,10,2012-02-21,2012-01-30,4,"1",19,19,NA,NA,15,40186,122,135.816002203604
1403,2012,10,2012-02-22,2012-01-30,4,"1",19,19,NA,NA,15,40186,122,135.816002203604
1464,2011,9,2011-01-08,2011-01-14,3,"0",18,18,NA,NA,10,NA,NA,NA
1464,2011,9,2011-01-09,2011-01-14,3,"0",18,18,NA,NA,10,NA,NA,NA
1464,2011,9,2011-01-10,2011-01-14,3,"0",18,18,NA,NA,10,NA,NA,NA
1464,2011,9,2011-01-11,2011-01-14,3,"0",18,18,NA,NA,10,NA,NA,NA
1464,2011,9,2011-01-12,2011-01-14,3,"0",18,18,NA,NA,10,NA,NA,NA
1464,2011,9,2011-01-13,2011-01-14,3,"0",18,18,NA,NA,10,NA,NA,NA
1464,2011,9,2011-01-14,2011-01-14,3,"1",18,18,NA,NA,10,NA,NA,NA
1464,2011,9,2011-01-15,2011-01-14,3,"1",18,18,NA,NA,10,NA,NA,NA
1464,2011,9,2011-01-16,2011-01-14,3,"1",18,18,NA,NA,10,NA,NA,NA
1464,2011,9,2011-01-17,2011-01-14,3,"1",18,18,NA,NA,10,NA,NA,NA
1464,2011,9,2011-01-18,2011-01-14,3,"1",18,18,NA,NA,10,NA,NA,NA
1464,2011,9,2011-01-20,2011-01-14,3,"1",18,18,NA,NA,10,NA,NA,NA
1464,2011,9,2011-01-21,2011-01-14,3,"1",18,18,NA,NA,10,NA,NA,NA
1464,2011,9,2011-01-23,2011-01-14,3,"1",18,18,NA,NA,10,NA,NA,NA
1464,2011,9,2011-01-24,2011-01-14,3,"1",18,18,NA,NA,10,NA,NA,NA
1464,2011,9,2011-01-26,2011-01-14,3,"1",18,18,NA,NA,10,NA,NA,NA
1464,2011,9,2011-01-30,2011-01-14,3,"1",18,18,NA,NA,10,NA,NA,NA
1464,2011,9,2011-02-01,2011-01-14,3,"1",18,18,NA,NA,10,NA,NA,NA
1464,2011,9,2011-02-02,2011-01-14,3,"1",18,18,NA,NA,10,NA,NA,NA
1464,2011,9,2011-02-04,2011-01-14,3,"1",18,18,NA,NA,10,NA,NA,NA
1464,2011,9,2011-02-07,2011-01-14,3,"1",18,18,NA,NA,10,NA,NA,NA
1464,2011,9,2011-02-08,2011-01-14,3,"1",18,18,NA,NA,10,NA,NA,NA
1464,2011,9,2011-02-09,2011-01-14,3,"1",18,18,NA,NA,10,NA,NA,NA
1464,2011,9,2011-02-10,2011-01-14,3,"1",18,18,NA,NA,10,NA,NA,NA
1464,2012,10,2012-01-26,2012-01-28,4,"0",20,20,NA,NA,15,40618,112,123.206138001004
1464,2012,10,2012-01-27,2012-01-28,4,"0",20,20,NA,NA,15,40618,112,123.206138001004
1464,2012,10,2012-01-28,2012-01-28,4,"1",20,20,NA,NA,15,40618,112,123.206138001004
1464,2012,10,2012-01-30,2012-01-28,4,"1",20,20,NA,NA,15,40618,112,123.206138001004
1464,2012,10,2012-02-01,2012-01-28,4,"1",20,20,NA,NA,15,40618,112,123.206138001004
1464,2012,10,2012-02-03,2012-01-28,4,"1",20,20,NA,NA,15,40618,112,123.206138001004
1464,2012,10,2012-02-04,2012-01-28,4,"1",20,20,NA,NA,15,40618,112,123.206138001004
1464,2012,10,2012-02-06,2012-01-28,4,"1",20,20,NA,NA,15,40618,112,123.206138001004
1464,2012,10,2012-02-07,2012-01-28,4,"1",20,20,NA,NA,15,40618,112,123.206138001004
1464,2012,10,2012-02-08,2012-01-28,4,"1",20,20,NA,NA,15,40618,112,123.206138001004
1464,2012,10,2012-02-09,2012-01-28,4,"1",20,20,NA,NA,15,40618,112,123.206138001004
1464,2012,10,2012-02-10,2012-01-28,4,"1",20,20,NA,NA,15,40618,112,123.206138001004
1464,2012,10,2012-02-11,2012-01-28,4,"1",20,20,NA,NA,15,40618,112,123.206138001004
1464,2012,10,2012-02-12,2012-01-28,4,"1",20,20,NA,NA,15,40618,112,123.206138001004
1464,2012,10,2012-02-13,2012-01-28,4,"1",20,20,NA,NA,15,40618,112,123.206138001004
1464,2012,10,2012-02-14,2012-01-28,4,"1",20,20,NA,NA,15,40618,112,123.206138001004
1464,2012,10,2012-02-16,2012-01-28,4,"1",20,20,NA,NA,15,40618,112,123.206138001004
1464,2012,10,2012-02-17,2012-01-28,4,"1",20,20,NA,NA,15,40618,112,123.206138001004
1464,2012,10,2012-02-18,2012-01-28,4,"1",20,20,NA,NA,15,40618,112,123.206138001004
1464,2012,10,2012-02-20,2012-01-28,4,"1",20,20,NA,NA,15,40618,112,123.206138001004
1464,2012,10,2012-02-21,2012-01-28,4,"1",20,20,NA,NA,15,40618,112,123.206138001004
1464,2012,10,2012-02-22,2012-01-28,4,"1",20,20,NA,NA,15,40618,112,123.206138001004
1479,2006,4,2006-01-09,2006-01-16,0,"0",14,13,NA,NA,37,NA,NA,NA
1479,2006,4,2006-01-13,2006-01-16,0,"0",14,13,NA,NA,37,NA,NA,NA
1479,2006,4,2006-01-14,2006-01-16,0,"0",14,13,NA,NA,37,NA,NA,NA
1479,2006,4,2006-01-16,2006-01-16,0,"1",14,13,NA,NA,37,NA,NA,NA
1479,2006,4,2006-01-17,2006-01-16,0,"1",14,13,NA,NA,37,NA,NA,NA
1479,2006,4,2006-01-21,2006-01-16,0,"1",14,13,NA,NA,37,NA,NA,NA
1479,2006,4,2006-01-23,2006-01-16,0,"1",14,13,NA,NA,37,NA,NA,NA
1479,2006,4,2006-01-24,2006-01-16,0,"1",14,13,NA,NA,37,NA,NA,NA
1479,2006,4,2006-01-27,2006-01-16,0,"1",14,13,NA,NA,37,NA,NA,NA
1479,2006,4,2006-01-29,2006-01-16,0,"1",14,13,NA,NA,37,NA,NA,NA
1479,2006,4,2006-01-31,2006-01-16,0,"0",14,13,NA,NA,37,NA,NA,NA
1479,2006,4,2006-02-03,2006-01-16,0,"1",14,13,NA,NA,37,NA,NA,NA
1479,2006,4,2006-02-05,2006-01-16,0,"1",14,13,NA,NA,37,NA,NA,NA
1479,2006,4,2006-02-06,2006-01-16,0,"1",14,13,NA,NA,37,NA,NA,NA
1479,2006,4,2006-02-07,2006-01-16,0,"1",14,13,NA,NA,37,NA,NA,NA
1479,2006,4,2006-02-08,2006-01-16,0,"1",14,13,NA,NA,37,NA,NA,NA
1479,2006,4,2006-02-09,2006-01-16,0,"1",14,13,NA,NA,37,NA,NA,NA
1479,2007,5,2007-01-20,2007-01-24,1,"0",17,16,NA,NA,17,NA,NA,NA
1479,2007,5,2007-01-21,2007-01-24,1,"0",17,16,NA,NA,17,NA,NA,NA
1479,2007,5,2007-01-22,2007-01-24,1,"0",17,16,NA,NA,17,NA,NA,NA
1479,2007,5,2007-01-23,2007-01-24,1,"0",17,16,NA,NA,17,NA,NA,NA
1479,2007,5,2007-01-24,2007-01-24,1,"0",17,16,NA,NA,17,NA,NA,NA
1479,2007,5,2007-01-25,2007-01-24,1,"1",17,16,NA,NA,17,NA,NA,NA
1479,2007,5,2007-01-26,2007-01-24,1,"1",17,16,NA,NA,17,NA,NA,NA
1479,2007,5,2007-01-27,2007-01-24,1,"1",17,16,NA,NA,17,NA,NA,NA
1479,2007,5,2007-01-28,2007-01-24,1,"1",17,16,NA,NA,17,NA,NA,NA
1479,2007,5,2007-01-29,2007-01-24,1,"1",17,16,NA,NA,17,NA,NA,NA
1479,2007,5,2007-01-31,2007-01-24,1,"1",17,16,NA,NA,17,NA,NA,NA
1479,2007,5,2007-02-01,2007-01-24,1,"1",17,16,NA,NA,17,NA,NA,NA
1479,2007,5,2007-02-06,2007-01-24,1,"1",17,16,NA,NA,17,NA,NA,NA
1479,2007,5,2007-02-09,2007-01-24,1,"1",17,16,NA,NA,17,NA,NA,NA
1479,2007,5,2007-02-10,2007-01-24,1,"1",17,16,NA,NA,17,NA,NA,NA
1479,2007,5,2007-02-12,2007-01-24,1,"1",17,16,NA,NA,17,NA,NA,NA
1479,2007,5,2007-02-14,2007-01-24,1,"1",17,16,NA,NA,17,NA,NA,NA
1479,2007,5,2007-02-15,2007-01-24,1,"1",17,16,NA,NA,17,NA,NA,NA
1479,2007,5,2007-02-16,2007-01-24,1,"1",17,16,NA,NA,17,NA,NA,NA
1479,2007,5,2007-02-17,2007-01-24,1,"1",17,16,NA,NA,17,NA,NA,NA
1479,2007,5,2007-02-18,2007-01-24,1,"1",17,16,NA,NA,17,NA,NA,NA
1561,2020,18,2020-02-06,2020-02-14,12,"0",18,18,"TSB",20.5,9,52129,119.8,123.423765945802
1561,2020,18,2020-02-07,2020-02-14,12,"0",18,18,"TSB",20.5,9,52129,119.8,123.423765945802
1561,2020,18,2020-02-08,2020-02-14,12,"0",18,18,"TSB",20.5,9,52129,119.8,123.423765945802
1561,2020,18,2020-02-10,2020-02-14,12,"0",18,18,"TSB",20.5,9,52129,119.8,123.423765945802
1561,2020,18,2020-02-11,2020-02-14,12,"0",18,18,"TSB",20.5,9,52129,119.8,123.423765945802
1561,2020,18,2020-02-12,2020-02-14,12,"0",18,18,"TSB",20.5,9,52129,119.8,123.423765945802
1561,2020,18,2020-02-14,2020-02-14,12,"1",18,18,"TSB",20.5,9,52129,119.8,123.423765945802
1561,2020,18,2020-02-15,2020-02-14,12,"1",18,18,"TSB",20.5,9,52129,119.8,123.423765945802
1561,2020,18,2020-02-17,2020-02-14,12,"1",18,18,"TSB",20.5,9,52129,119.8,123.423765945802
