"season","pupID","animalID","Wt","weighingdate","weandate"
2013,42724,1403,133,2013-03-07,2013-02-27
2013,42835,20551,137,2013-03-05,NA
2013,42193,34244,95,2013-03-06,2013-02-07
2013,42261,3778,102,2013-03-26,2013-02-10
2014,44205,17516,125,2014-03-14,2014-02-23
2014,44206,38712,138,2014-03-03,2014-02-23
2014,43995,34138,140,2014-02-22,NA
2014,44007,20710,134,2014-02-22,2014-02-01
2014,43992,20844,142,2014-03-08,NA
2014,44039,23178,108.4,2014-03-19,2014-02-09
2014,44044,33980,121,2014-02-21,2014-02-08
2014,44037,3778,108,2014-03-15,2014-02-10
2014,44041,17080,133,2014-03-03,2014-02-09
2014,44043,16774,136,2014-03-04,2014-02-09
2014,44131,34222,115,2014-02-26,2014-02-12
2014,44390,17258,125,2014-03-14,2014-02-20
2014,44031,2341,122,2014-03-07,2014-02-02
2014,43970,34352,141,2014-02-18,2014-01-30
2014,44387,33913,154,2014-03-06,NA
2014,44746,36440,76,2014-03-12,2014-02-08
2014,44005,34525,118,2014-03-08,2014-02-25
2014,44388,34209,95,2014-03-17,2014-02-12
2014,44158,36708,85,2014-03-08,2014-02-13
2014,44134,34244,108,2014-03-05,2014-02-12
2014,44055,16971,139,2014-03-03,2014-02-11
2014,44175,34723,132,2014-02-22,2014-02-13
2014,44059,36358,114,2014-02-22,2014-02-13
2014,44042,33845,115,2014-03-11,2014-02-09
2014,44150,17210,128,2014-02-19,2014-02-07
2014,44156,36700,88,2014-03-16,2014-02-13
2014,44157,36634,109,2014-02-18,2014-02-14
2014,44180,17637,124,2014-03-06,2014-02-17
2014,44167,34120,121,2014-03-03,2014-02-15
2014,44181,33783,127,2014-03-08,2014-02-14
2014,44057,20838,114,2014-02-21,2014-02-11
2014,44191,17087,125,2014-03-10,2014-02-16
2014,44202,20758,131,2014-03-12,2014-02-21
2014,44187,36819,86,2014-03-16,2014-02-19
2014,44234,36553,108,2014-03-03,2014-02-25
2014,44236,3218,115,2014-03-06,2014-02-23
2014,44251,1464,114,2014-03-13,2014-02-26
2014,44185,34677,124,2014-02-21,2014-02-16
2014,44327,1561,153,2014-03-08,2014-02-01
2015,45186,2024,112.5,2015-03-13,2015-02-11
2015,44999,38014,100,2015-02-22,2015-01-29
2015,45161,34352,107,2015-03-05,2015-02-05
2015,45128,17516,156,2015-03-19,NA
2015,45128,17516,154,2015-03-11,NA
2015,45149,17258,120,2015-03-01,2015-02-25
2015,45187,34163,90,2015-03-05,2015-03-03
2015,45345,36634,158,2015-03-18,NA
2015,45382,34644,110,2015-02-27,2015-02-24
2015,45383,38600,67,2015-03-10,2015-02-19
2015,45274,36700,92,2015-03-08,2015-02-21
2015,45268,36681,143,2015-03-15,NA
2015,45076,16758,95.4,2015-03-26,2015-01-29
2015,45316,34723,129,2015-02-22,2015-02-20
2015,45126,17210,128,2015-03-04,2015-02-02
2015,45188,36985,122,2015-03-04,2015-03-02
2015,45132,34525,156,2015-03-28,NA
2015,45190,40840,70.4,2015-03-26,2015-02-03
2016,46680,34209,109,2016-02-29,2016-02-01
2016,46551,40954,78,2016-03-09,2016-01-21
2016,46552,36359,90,2016-03-25,2016-01-27
2016,46562,2078,123,2016-03-16,2016-02-14
2016,46648,32824,117,2016-03-02,2016-02-18
2016,46624,34120,115,2016-03-17,2016-02-21
2016,46650,36358,76,2016-02-28,2016-02-16
2016,46649,36358,77,2016-02-29,2016-02-16
2016,46846,38289,102,2016-03-04,2016-02-19
2016,46847,17080,135,2016-02-28,2016-02-22
2016,46627,36707,115,2016-03-23,2016-02-10
2016,46663,33783,141,2016-03-02,2016-02-24
2016,46787,34159,122,2016-03-02,2016-02-18
2016,46651,40883,95,2016-02-12,2016-02-03
2016,46767,40952,103,2016-03-04,2016-02-11
2016,46728,34352,110,2016-03-23,2016-02-06
2016,46749,40796,78,2016-03-24,2016-02-11
2016,46772,33913,128,2016-02-20,2016-02-11
2016,46889,36636,118,2016-03-13,2016-02-22
2016,46909,37988,99,2016-03-21,2016-02-23
2016,46849,38470,75,2016-03-25,2016-02-12
2016,46863,34644,121,2016-02-29,2016-02-25
2016,46918,46125,124,2016-03-10,2016-02-29
2016,46919,36985,122,2016-03-24,2016-02-29
2016,46939,1403,112,2016-03-15,2016-02-29
2016,46959,40501,117,2016-03-09,2016-02-29
2016,46971,36468,141,2016-03-20,2016-03-01
2016,46960,40547,110,2016-03-08,2016-03-04
2016,46961,1561,119,2016-03-12,2016-03-04
2016,46913,17258,127,2016-03-20,2016-02-21
2017,47808,36359,140,2017-02-09,NA
2017,47810,34209,143,2017-02-18,NA
2017,47746,34130,127.8,2017-02-14,2017-02-11
2017,47700,36702,158,2017-02-12,NA
2017,47694,40411,118.2,2017-02-10,2017-01-24
2017,47742,36567,143,2017-02-12,NA
2017,47696,42883,135,2017-02-05,NA
2017,47838,36382,129,2017-02-23,NA
2017,48049,38470,138,2017-02-26,NA
2017,48084,34352,146,2017-03-09,NA
2017,47845,40579,147,2017-03-01,NA
2017,48071,47658,145,2017-02-16,NA
2017,47869,40338,91,2017-03-01,2017-02-16
2017,48218,40952,104,2017-02-25,2017-02-17
2017,47972,2406,154,2017-02-14,NA
2017,47843,42560,129,2017-02-27,NA
2017,48203,2078,137,2017-02-16,2017-02-12
2017,48216,40364,138,2017-02-19,NA
2017,47812,17361,156,2017-02-23,NA
2017,47844,42286,105,2017-02-25,2017-02-15
2017,48285,40531,126,2017-03-01,2017-02-23
2017,48190,31469,155,2017-03-03,2017-02-26
2017,48189,36681,113,2017-03-01,2017-02-23
2017,47842,32824,155,2017-03-06,2017-03-01
2017,48227,36636,141,2017-03-05,2017-03-01
2017,48287,17080,131,2017-03-10,2017-02-26
2017,48196,36707,145,2017-02-22,NA
2017,48224,40047,143,2017-02-26,NA
2017,48213,42029,139,2017-03-01,NA
2017,48298,34120,140,2017-02-28,NA
2017,48286,16434,86,2017-03-06,2017-02-26
2017,48333,1403,104,2017-03-16,2017-03-05
2018,48920,40954,103,2018-02-22,2018-01-29
2018,48952,44177,95.2,2018-02-17,2018-01-30
2018,49408,41910,89.2,2018-03-06,2018-02-23
2018,48997,40336,118.8,2018-02-21,2018-02-19
2018,48965,40364,155,2018-03-23,NA
2018,48964,40796,92.6,2018-03-09,2018-02-23
2018,48905,42179,110,2018-02-02,2018-01-28
2018,49106,36707,148,2018-03-07,NA
2018,49079,40606,82.4,2018-02-14,2018-02-07
2018,48991,45460,99.2,2018-02-15,2018-02-11
2018,48912,44408,94.4,2018-02-25,2018-01-29
2018,48995,44320,97.6,2018-02-18,2018-02-01
2018,49311,2078,142.2,2018-02-17,2018-02-15
2018,48914,42303,49.4,2018-03-05,2018-02-04
2018,48899,41847,139,2018-03-02,NA
2018,48902,44148,126.8,2018-02-16,2018-02-12
2018,49135,20650,123.2,2018-02-25,2018-02-09
2018,49226,42883,90.6,2018-02-17,2018-02-11
2018,49394,40884,146,2018-03-10,NA
2018,49568,1561,157,2018-03-06,2018-03-04
2018,49342,40798,125.2,2018-02-20,2018-02-17
2018,49269,17361,135.6,2018-03-11,2018-02-18
2018,49014,23178,113,2018-03-22,2018-02-19
2018,49090,42069,114.2,2018-03-21,2018-02-17
2018,48924,17637,131,2018-02-02,2018-01-30
2018,49047,44356,101.4,2018-02-17,2018-02-14
2018,49013,45553,93,2018-02-18,2018-02-17
2018,49398,44410,119,2018-02-19,2018-02-17
2018,49390,42688,133,2018-02-20,2018-02-17
2018,49389,20643,138.4,2018-02-27,2018-02-19
2018,49222,38289,116.2,2018-03-10,2018-02-24
2018,49365,34209,149.9,2018-02-21,2018-02-21
2018,49319,32824,121,2018-02-23,2018-02-22
2018,49219,40047,134.8,2018-02-24,2018-02-19
2018,49464,45419,77.6,2018-03-04,2018-02-24
2018,49145,36681,130.4,2018-03-09,2018-02-18
2018,49419,34120,151,2018-03-22,2006-12-04
2018,49427,40173,150,2018-03-02,2008-12-08
2018,49069,44137,150,2018-03-02,2002-10-08
2019,49952,44571,95,2019-02-27,2019-01-30
2019,49979,17258,134,2019-02-19,2019-02-07
2019,50278,47444,98.8,2019-02-22,2019-02-07
2019,50739,40840,123.8,2019-02-22,2019-02-02
2019,50444,40364,121.6,2019-02-23,2019-02-16
2019,50342,41763,95,2019-02-25,2019-02-23
2019,50341,40645,103.8,2019-03-06,2019-02-21
2019,50340,40798,129,2019-03-04,2019-02-22
2019,50366,42133,142,2019-02-25,2019-02-09
2019,50367,42333,110.2,2019-03-14,2019-02-06
2019,49991,40411,135,2019-03-08,2019-02-06
2019,50281,45465,99.4,2019-03-03,2019-02-06
2019,50274,44177,107,2019-02-27,2019-02-12
2019,49956,20650,142.8,2019-02-11,2019-02-05
2019,49971,45425,98,2019-02-27,2019-02-06
2019,49970,17637,117.2,2019-03-14,2019-02-07
2019,49958,45100,66.6,2019-02-11,2019-02-07
2019,50279,45722,109.4,2019-02-11,2019-01-30
2019,50501,16434,132.6,2019-02-16,2019-02-15
2019,50441,42257,128,2019-02-18,2019-02-10
2019,50428,46864,87.6,2019-02-18,2019-02-08
2019,50334,41847,133.6,2019-02-19,2019-02-09
2019,50549,46595,70.6,2019-03-03,2019-02-22
2019,50622,32824,114,2019-03-08,2019-02-19
2019,50548,45460,111.8,2019-03-04,2019-02-27
2019,50338,42657,123,2019-03-07,2019-02-20
2019,50552,45564,86.2,2019-03-14,2019-02-15
2019,50639,45419,107.6,2019-03-04,2019-02-21
2019,50326,45438,102,2019-02-27,2019-02-15
2019,50430,17302,132.8,2019-02-27,2019-02-10
2019,49980,36634,123.2,2019-02-27,2019-02-09
2019,50570,44375,111.4,2019-02-23,2019-02-21
2019,50606,36681,135.2,2019-03-15,2019-02-26
2019,50424,36358,123.2,2019-03-07,2019-02-22
2019,50337,40884,139.9,2019-03-07,2019-02-26
2019,50667,45553,96.2,2019-03-11,2019-02-24
2019,50396,38430,129.4,2019-03-03,2019-02-21
2019,50672,36636,145.8,2019-03-03,2019-02-19
2019,50397,44075,67.4,2019-03-14,2019-02-14
2019,50538,42069,151,2019-03-07,2019-02-22
2019,50310,38470,100.6,2019-03-07,2019-02-21
2019,50669,44349,97.8,2019-03-08,2019-02-21
2019,50371,38521,116,2019-03-11,2019-02-13
2019,50783,1561,139.8,2019-03-15,2019-03-11
2020,51452,47152,93.8,2020-02-22,2020-02-08
2020,51710,47140,107.2,2020-02-24,2020-02-18
2020,51713,45570,112.2,2020-03-02,2020-02-19
2020,51431,46593,77.8,2020-03-10,2020-02-05
2020,51387,45081,130.8,2020-02-17,2020-02-04
2020,51371,36382,113.6,2020-03-10,2020-02-05
2020,51743,40411,95.4,2020-02-26,2020-02-10
2020,51499,32824,116.4,2020-03-03,2020-02-14
2020,51445,40932,131,2020-02-19,2020-02-07
2020,51658,45564,93.4,2020-03-10,2020-02-15
2020,51389,42319,103.6,2020-03-16,2020-02-12
2020,51506,36985,133.8,2020-03-04,2020-02-15
2020,51363,44408,104.8,2020-03-10,2020-02-09
2020,51727,44356,119.6,2020-02-28,2020-02-12
2020,51612,44204,117.8,2020-02-28,2020-02-12
2020,51529,46971,97.4,2020-02-15,2020-02-05
2020,51505,44075,95.6,2020-03-04,2020-02-10
2020,51649,45438,117,2020-02-28,2020-02-13
2020,51645,45079,115.4,2020-03-10,2020-02-09
2020,51513,42333,129,2020-02-21,2020-02-09
2020,51656,41910,117.6,2020-03-06,2020-02-12
2020,51718,41763,140,2020-03-04,2020-02-18
2020,51751,46864,121.8,2020-02-17,2020-02-15
2020,51539,40615,131.6,2020-03-03,2020-02-14
2020,51500,40883,117.2,2020-02-27,2020-02-16
2020,51285,51260,95,2020-03-10,2020-01-24
2020,51364,44148,95.2,2020-03-16,2020-01-26
2020,51306,40047,126.6,2020-03-10,2020-02-05
2020,51509,45465,128.6,2020-02-22,2020-02-18
2020,51416,44177,138.9,2020-02-19,2020-02-15
2020,51417,42029,123.8,2020-02-19,2020-02-16
2020,51540,40834,135.6,2020-02-21,2020-02-06
2020,51427,46837,107,2020-02-18,2020-02-06
2020,52056,44349,117,2020-03-07,2020-02-28
2020,51388,42560,121.8,2020-03-10,2020-02-15
2020,51766,34222,121.8,2020-02-28,2020-02-14
2020,51752,37071,123.4,2020-03-10,2020-02-27
2020,51953,47444,103.4,2020-02-22,2020-02-21
2020,51508,42069,139,2020-02-22,2020-02-18
2020,51711,40952,122,2020-02-24,2020-02-22
2020,51396,34209,142.2,2020-02-25,2020-02-17
2020,51768,37975,147.8,2020-02-28,2020-02-22
2020,51821,38470,117.6,2020-03-04,2020-02-21
2020,51852,36636,131.8,2020-03-10,2020-02-18
2020,51709,20643,146.6,2020-02-27,2020-02-21
2020,51769,45419,116.8,2020-03-05,2020-02-23
2020,51874,45553,113.6,2020-03-10,2020-02-29
2020,51701,44375,130.2,2020-02-29,2020-02-23
2020,51869,44410,121.4,2020-03-05,2020-02-24
2020,51761,46595,91.4,2020-03-03,2020-02-22
2020,51808,42847,144.4,2020-03-02,2020-02-21
2020,51880,40660,142.4,2020-03-10,2020-02-27
2020,51720,2078,126.6,2020-03-04,2020-02-12
2020,52129,1561,119.8,2020-03-16,2020-03-11
2021,52679,36382,131.8,2021-02-25,2021-02-16
2021,52794,40932,133.4,2021-02-13,2021-02-10
2021,52804,44148,107.4,2021-03-01,2021-01-27
2021,52838,45460,47.2,2021-02-28,2021-01-26
2021,52789,44962,117.5,2021-02-21,2021-02-05
2021,53016,41763,138.4,2021-02-25,2021-02-21
2021,52805,44571,104.6,2021-02-19,2021-02-06
2021,53241,45776,133.6,2021-03-01,2021-02-19
2021,53512,42560,117.2,2021-02-26,2021-02-23
2021,53130,45282,125.6,2021-03-01,2021-02-26
2021,53245,42657,135,2021-02-19,2021-02-16
2021,52975,36567,113.4,2021-03-01,2021-02-14
2021,53093,44177,111,2021-03-13,2021-02-21
2021,53244,40037,141,2021-03-06,2021-03-03
2021,52970,36634,128.8,2021-03-05,2021-02-16
2021,52651,47083,84.4,2021-03-11,2021-01-19
2021,52806,45454,114,2021-02-13,2021-02-03
2021,52660,46895,102,2021-02-18,2021-01-18
2021,52663,45177,126,2021-02-14,2021-01-25
2021,52995,48257,113.6,2021-02-18,2021-02-11
2021,52797,45100,124,2021-02-13,2021-02-06
2021,52990,40339,130.6,2021-02-13,2021-02-08
2021,53115,46837,123.4,2021-02-14,2021-02-07
2021,53083,42653,112.4,2021-03-01,2021-02-09
2021,53057,38400,158.5,2021-02-21,2021-02-06
2021,52969,46133,114.6,2021-03-11,2021-02-08
2021,52942,45081,130.8,2021-03-01,2021-02-10
2021,53404,44410,122.8,2021-03-03,2021-02-27
2021,53632,40884,130,2021-03-04,2021-03-03
2021,53144,47140,112.6,2021-02-20,2021-02-13
2021,53147,40870,133.6,2021-03-04,2021-02-11
2021,53075,49891,73.4,2021-03-11,2021-02-14
2021,53089,46971,103.5,2021-02-21,2021-02-11
2021,53174,46902,104,2021-03-11,2021-02-10
2021,53151,44448,105.4,2021-03-03,2021-02-13
2021,53224,47125,91.2,2021-03-03,2021-02-16
2021,53060,44075,104,2021-02-19,2021-02-15
2021,52951,46864,109.2,2021-02-27,2021-02-14
2021,53121,40883,97.6,2021-02-20,2021-02-14
2021,53118,40047,126,2021-02-20,2021-02-11
2021,53193,40364,149.2,2021-02-20,2021-02-12
2021,52839,42069,125.8,2021-03-03,2021-02-16
2021,53102,48332,108,2021-02-25,2021-02-17
2021,53140,36358,130.6,2021-03-06,2021-02-15
2021,53142,45438,125.4,2021-03-06,2021-02-15
2021,53294,16547,116.2,2021-03-01,2021-02-19
2021,53406,44375,121.8,2021-02-27,2021-02-19
2021,53074,48244,128.2,2021-03-04,2021-02-18
2021,53258,20844,124.2,2021-02-28,2021-02-18
2021,53084,40834,122.8,2021-03-01,2021-02-20
2021,53153,41910,122.6,2021-03-01,2021-02-16
2021,53148,40062,124.6,2021-02-27,2021-02-15
2021,53187,31469,136.6,2021-02-28,2021-02-20
2021,53460,40660,129.2,2021-03-04,2021-02-20
2021,53143,40951,131.4,2021-03-04,2021-02-20
2021,53131,40615,138.2,2021-02-27,2021-02-18
2021,53459,45419,118,2021-02-26,2021-02-18
2021,53293,40952,124.4,2021-03-03,2021-02-22
2021,53292,45465,133,2021-03-03,2021-02-24
2021,53493,42321,122,2021-03-05,2021-02-21
2021,53500,36636,155.2,2021-03-01,2021-02-22
2021,53072,34209,150,2021-02-27,2021-02-23
2021,53283,34244,135.2,2021-03-13,2021-02-16
2021,53464,42847,129.6,2021-02-28,2021-02-22
2021,53396,20643,125,2021-02-27,2021-02-25
2021,53399,42286,81.4,2021-02-27,2021-02-25
2021,53291,42257,137.8,2021-02-27,2021-02-23
2021,53285,17258,122,2021-03-01,2021-02-21
2021,53400,48303,72,2021-03-04,2021-02-28
2021,53397,36681,141.4,2021-03-06,2021-02-25
2021,53514,37988,121,2021-03-06,2021-02-23
2021,53504,44349,104.8,2021-03-06,2021-03-01
2021,53635,46988,113.2,2021-03-06,2021-03-03
2021,53505,44137,153.8,2021-03-11,2021-03-08
2021,53634,1561,127.2,2021-03-14,2021-03-11
2021,52982,46787,135.4,2021-02-13,2021-02-11
2021,53109,40618,122.2,2021-02-13,2021-02-11
2021,53135,40867,148.4,2021-02-13,2021-02-11
2021,53134,46909,106.8,2021-02-13,2021-02-08
2021,53402,36702,159.8,2021-02-21,2021-02-20
2021,53132,38241,129.6,2021-02-26,2021-02-24
2021,53108,46703,100.2,2021-02-28,2021-02-15
2022,42511,17071,393,2022-02-02,2013-02-16
2022,54789,42653,123.4,2022-03-06,2022-02-06
2022,54813,49350,92.4,2022-02-11,2022-02-04
2022,54764,41847,138,2022-01-29,2022-02-04
2022,54763,45079,128.8,2022-02-12,2022-02-06
2022,54917,45564,117,2022-02-05,2022-02-08
2022,54917,45564,112,2022-02-27,2022-02-08
2022,54804,46133,130,2022-02-08,2022-02-08
2022,54804,46133,125,2022-02-10,2022-02-08
2022,55030,45456,137.8,2022-02-18,2022-02-15
2022,54842,40932,144.2,2022-02-18,2022-02-15
2022,55045,49504,100,2022-03-09,2022-02-16
2022,54991,36636,145,2022-02-20,2022-02-26
2022,55029,45081,144,2022-02-18,2022-02-17
2022,54961,44571,117.2,2022-02-13,2022-02-12
2022,54781,48499,76,2022-03-06,2022-02-04
2022,54762,45093,99,2022-01-31,2022-02-08
2022,54762,45093,103.6,2022-02-25,2022-02-08
2022,54799,42713,107,2022-01-31,2022-02-07
2022,54799,42713,111.4,2022-02-12,2022-02-07
2022,54918,38369,131,2022-02-05,2022-02-09
2022,54918,38369,146.6,2022-02-12,2022-02-09
2022,54937,40287,133,2022-02-06,2022-02-11
2022,54937,40287,143,2022-02-13,2022-02-11
2022,54939,36985,138,2022-02-06,2022-02-11
2022,54939,36985,149,2022-02-13,2022-02-11
2022,55020,40645,83,2022-02-10,2022-02-22
2022,55020,40645,125.2,2022-02-25,2022-02-22
2022,54989,46859,114,2022-02-14,2022-02-17
2022,54989,46859,112.2,2022-02-21,2022-02-17
2022,54998,42321,143,2022-02-14,2022-02-15
2022,54998,42321,131,2022-03-05,2022-02-15
2022,54936,40834,125,2022-02-11,2022-02-18
2022,54936,40834,128,2022-02-25,2022-02-18
2022,55056,42657,99.2,2022-02-27,2022-02-24
2022,54932,40339,147.2,2022-02-23,2022-02-17
2022,55316,47444,116.8,2022-03-05,2022-02-19
2022,54956,49843,93.6,2022-02-28,2022-02-17
2022,55052,44177,130.8,2022-02-28,2022-02-22
2022,55022,48482,117.8,2022-02-27,2022-02-23
2022,55406,45282,134.2,2022-03-08,2022-03-02
2022,55249,48244,114.2,2022-03-03,2022-02-25
2022,54895,44962,110.6,2022-02-28,2022-02-09
2022,55414,44349,138.6,2022-02-28,2022-02-26
2022,55455,37071,125.4,2022-03-12,2022-02-26
2022,55310,44410,134.4,2022-03-01,2022-03-01
2022,55176,40062,122.8,2022-03-01,2022-02-28
2022,55403,34244,144,2022-03-05,2022-02-24
2022,55441,46988,110.4,2022-03-05,2022-03-03
2022,55464,40798,138.4,2022-03-05,2022-03-02
2022,55426,20643,133.4,2022-03-05,2022-02-28
2022,55385,41763,147.7,2022-02-28,2022-02-24
2022,54734,46788,112.8,2022-02-12,2022-01-29
2022,54733,46965,47,2022-01-20,NA
2022,54750,44448,41,2022-01-25,2022-02-18
2022,54750,44448,118.2,2022-02-20,2022-02-18
2022,54798,46902,51,2022-01-29,2022-02-16
2022,54798,46902,114,2022-03-09,2022-02-16
2022,54826,46787,53,2022-01-31,2022-02-24
2022,54826,46787,126,2022-03-03,2022-02-24
2022,54827,47126,42,2022-02-01,2022-02-28
2022,54827,47126,123,2022-03-06,2022-02-28
2022,54862,46703,32,2022-02-03,2022-02-25
2022,54862,46703,95.4,2022-03-03,2022-02-25
2022,54995,46857,55,2022-02-09,2022-03-01
2022,54995,46857,135.8,2022-03-05,2022-03-01
2022,54818,45425,129,2022-02-15,2022-02-15
2022,54818,45425,115,2022-03-07,2022-02-15
2022,55007,44204,142,2022-02-17,2022-02-19
2022,55007,44204,140,2022-03-08,2022-02-19
2022,54738,47083,49,2022-01-21,2022-02-08
2022,54738,47083,139.2,2022-02-25,2022-02-08
2022,54739,47140,44,2022-01-22,2022-02-13
2022,54739,47140,122,2022-02-18,2022-02-13
2022,54944,49395,113.6,2022-02-13,2022-02-12
2022,55019,46653,139.2,2022-02-13,2022-02-11
2022,55003,48082,123.2,2022-02-13,2022-02-12
2022,55311,36681,146.8,2022-03-01,2022-02-26
2022,55251,45465,123.4,2022-03-03,2022-02-24
2022,55317,42029,99.2,2022-03-04,2022-02-24
2022,54792,49503,86.8,2022-03-01,2022-01-31
2022,55247,46595,98.4,2022-03-08,2022-02-18
2022,55053,40615,134.8,2022-03-03,2022-02-20
2022,54812,40258,119.4,2022-03-12,2022-02-10
2022,54964,40660,133,2022-02-19,2022-02-23
2022,54756,45177,123.2,2022-02-17,2022-01-30
2022,54887,48154,116,2022-02-17,2022-02-14
2022,55413,38470,97.8,2022-03-12,2022-02-28
2022,55478,1561,97.2,2022-03-19,2022-03-09
2022,54992,37988,120,2022-02-17,2022-02-23
2022,54992,37988,126,2022-03-10,2022-02-23
2022,54807,49594,101.6,2022-02-24,2022-02-09
2022,54814,48020,118,2022-02-20,2022-02-11
2022,55307,45776,117,2022-02-19,2022-02-26
2022,54909,40883,105.8,2022-03-01,2022-02-22
2022,55397,44375,141,2022-02-20,2022-02-21
2022,55397,44375,119,2022-03-10,2022-02-21
2022,55035,34677,127,2022-02-19,2022-02-19
2022,55035,34677,114,2022-03-04,2022-02-19
2023,57476,44075,103,2023-02-06,2023-02-09
2023,57476,44075,103,2023-02-09,2023-02-09
2023,57695,47032,122.6,2023-02-26,2023-02-17
2023,57586,42653,126.4,2023-02-20,2023-02-16
2023,57703,44448,140.8,2023-02-20,2023-02-17
2023,57603,40883,118.2,2023-02-21,2023-02-18
2023,57541,47416,117,2023-02-07,2023-02-07
2023,57541,47416,103.8,2023-02-18,2023-02-07
2023,57469,46960,116,2023-02-08,2023-02-04
2023,57527,36358,100,2023-02-10,2023-02-17
2023,57527,36358,109.2,2023-02-20,2023-02-17
2023,57587,42303,128,2023-02-12,2023-02-15
2023,57587,42303,127,2023-02-19,2023-02-15
2023,57598,40618,118,2023-02-13,2023-02-13
2023,57711,46986,119,2023-02-16,2023-02-19
2023,57711,46986,124.8,2023-02-20,2023-02-19
2023,57610,44410,119,2023-02-18,2023-02-24
2023,57610,44410,141,2023-02-26,2023-02-24
2023,57682,40047,114,2023-02-17,2023-02-24
2023,57682,40047,132.4,2023-02-26,2023-02-24
2023,57710,42883,110,2023-02-16,2023-02-18
2023,57710,42883,103.8,2023-02-22,2023-02-18
2023,57583,40615,136,2023-02-13,2023-02-19
2023,57583,40615,142.6,2023-02-23,2023-02-19
2023,57702,46903,126,2023-02-22,2023-02-22
2023,57702,46903,115.8,2023-02-26,2023-02-22
2023,57667,40884,147,2023-02-22,2023-02-24
2023,57667,40884,151,2023-03-06,2023-02-24
2023,57692,40062,125,2023-03-01,2023-03-02
2023,57692,40062,120,2023-03-04,2023-03-02
2023,57731,36681,140,2023-02-25,2023-02-27
2023,57731,36681,142.6,2023-03-06,2023-02-27
2023,57650,42286,124,2023-02-15,2023-02-20
2023,57650,42286,127,2023-02-27,2023-02-20
2023,57600,40867,120,2023-02-14,2023-02-24
2023,57600,40867,137.6,2023-03-06,2023-02-24
2023,57751,37071,113,2023-02-22,2023-02-26
2023,57751,37071,126.6,2023-03-07,2023-02-26
2023,57465,40870,140,2023-02-18,2023-02-06
2023,57500,48986,122,2023-02-20,2023-02-11
2023,57655,47083,113.6,2023-03-04,2023-02-14
2023,57577,42657,143.2,2023-02-14,2023-02-13
2023,57511,42713,122.6,2023-02-14,2023-02-12
2023,57521,50625,111.8,2023-02-15,2023-02-12
2023,57506,44355,145.2,2023-02-21,2023-02-17
2023,57683,44535,119.4,2023-03-08,2023-02-17
2023,57558,45081,149,2023-02-21,2023-02-18
2023,57705,45425,128.8,2023-02-27,2023-02-22
2023,57718,40366,136.4,2023-02-26,2023-02-19
2023,57675,44141,140,2023-02-27,2023-02-22
2023,57701,45564,111.4,2023-02-26,2023-02-19
2023,57684,49654,113,2023-03-02,2023-02-18
2023,57591,47444,131.6,2023-02-27,2023-02-17
2023,57732,42029,128.2,2023-02-26,2023-02-22
2023,57691,44375,136.4,2023-02-26,2023-02-24
2023,57755,17258,111.2,2023-03-07,2023-02-27
2023,57593,44349,119.4,2023-03-05,2023-02-21
2023,57748,20643,141.2,2023-03-04,2023-02-27
2023,57821,46988,102.2,2023-03-04,2023-03-03
2023,57445,46788,132,2023-01-25,2023-01-29
2023,57445,46788,128,2023-02-09,2023-01-29
2023,57464,40338,117,2023-02-01,2023-02-06
2023,57464,40338,107,2023-02-07,2023-02-06
2023,57454,50634,84.4,2023-02-19,2023-02-16
2023,57453,47140,136.2,2023-02-18,2023-02-15
2023,57456,49001,97,2023-02-20,2023-02-18
2023,57568,48924,133,2023-02-11,2023-02-13
2023,57441,44452,107.4,2023-03-11,2023-02-09
2023,57546,46965,119.4,2023-02-26,2023-02-10
2023,57458,49201,97.2,2023-02-23,2023-02-05
2023,57578,44962,136.6,2023-02-25,2023-02-10
2023,57579,50501,97.4,2023-02-19,2023-02-10
2023,57475,49454,121.4,2023-02-14,2023-02-06
2023,57530,45456,135.2,2023-02-15,2023-02-15
2023,57512,49350,109.8,2023-02-14,2023-02-12
2023,57486,41847,133,2023-02-19,2023-02-13
2023,57707,45722,140,2023-02-23,2023-02-18
2023,57585,45079,138,2023-02-19,2023-02-16
2023,57489,34222,128.2,2023-02-25,2023-02-09
2023,57687,42847,143,2023-02-21,2023-02-18
2023,57653,46703,113.6,2023-02-23,2023-02-22
2023,57664,42257,143.6,2023-02-23,2023-02-22
2023,57575,44571,100.2,2023-02-25,2023-02-10
2023,57720,44234,123,2023-02-26,2023-02-24
2023,57694,51374,67.2,2023-02-27,2023-02-21
2023,57734,48244,101.6,2023-03-01,2023-02-27
2023,57741,41763,149,2023-03-07,2023-03-05
2023,57819,36636,134.6,2023-03-07,2023-03-02
2024,60463,48499,95.6,2024-03-07,2024-02-01
2024,60472,49201,101.6,2024-03-05,2024-02-06
2024,60573,52119,112.6,2024-03-12,2024-02-17
2024,60582,49654,101.4,2024-03-12,2024-02-25
2024,60623,49677,106,2024-03-05,2024-03-02
2024,60576,49350,100.4,2024-03-01,2024-02-17
2024,60568,48257,109.4,2024-03-11,2024-02-14
2024,60456,51792,92.6,2024-03-06,2024-01-29
2024,60898,45081,126,2024-03-14,2024-02-21
2024,61040,42883,99.8,2024-03-11,2024-02-23
2024,60560,46837,130.8,2024-02-21,2024-02-10
2024,60837,38400,148.6,2024-03-14,2024-02-23
2024,60992,46988,108.4,2024-03-07,2024-03-01
